id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,player_name
543080,88,Goal,0.815,0.45099998474121095,0.05516316741704941,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,21973,West Ham,Newcastle United,2,2,2023-10-08 13:00:00,Vladimir Coufal,Pass,Mohammed Kudus
544783,92,SavedShot,0.885,0.7,0.048091236501932144,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,21976,Aston Villa,West Ham,4,1,2023-10-22 15:30:00,Pablo Fornals,Pass,Mohammed Kudus
546861,18,Goal,0.8969999694824219,0.3890000152587891,0.06427677720785141,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,21995,Brentford,West Ham,3,2,2023-11-04 15:00:00,Michail Antonio,Cross,Mohammed Kudus
546862,25,ShotOnPost,0.950999984741211,0.4759999847412109,0.581981360912323,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,21995,Brentford,West Ham,3,2,2023-11-04 15:00:00,Said Benrahma,Cross,Mohammed Kudus
546873,60,MissedShots,0.7469999694824219,0.3559999847412109,0.009713869541883469,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,21995,Brentford,West Ham,3,2,2023-11-04 15:00:00,Michail Antonio,Chipped,Mohammed Kudus
546880,85,MissedShots,0.9059999847412109,0.5629999923706055,0.0611063614487648,Mohammed Kudus,a,12027,OpenPlay,2023,Head,21995,Brentford,West Ham,3,2,2023-11-04 15:00:00,Emerson,Cross,Mohammed Kudus
548747,46,BlockedShot,0.8030000305175782,0.33599998474121096,0.029390359297394753,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22013,West Ham,Nottingham Forest,3,2,2023-11-12 14:00:00,Jarrod Bowen,Pass,Mohammed Kudus
548749,48,BlockedShot,0.8109999847412109,0.36400001525878906,0.03785630315542221,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22013,West Ham,Nottingham Forest,3,2,2023-11-12 14:00:00,Emerson,Pass,Mohammed Kudus
549703,60,BlockedShot,0.885,0.575999984741211,0.024025505408644676,Mohammed Kudus,a,12027,OpenPlay,2023,Head,22016,Burnley,West Ham,1,2,2023-11-25 15:00:00,James Ward-Prowse,OffsideProvoked,Mohammed Kudus
551758,12,Goal,0.889000015258789,0.41,0.10760590434074402,Mohammed Kudus,h,12027,OpenPlay,2023,RightFoot,22034,West Ham,Crystal Palace,1,1,2023-12-03 14:00:00,Vladimir Coufal,Pass,Mohammed Kudus
551761,30,BlockedShot,0.7719999694824219,0.38,0.03187431022524834,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22034,West Ham,Crystal Palace,1,1,2023-12-03 14:00:00,Emerson,Pass,Mohammed Kudus
551763,39,MissedShots,0.8190000152587891,0.435,0.037172313779592514,Mohammed Kudus,h,12027,FromCorner,2023,LeftFoot,22034,West Ham,Crystal Palace,1,1,2023-12-03 14:00:00,,None,Mohammed Kudus
551770,73,MissedShots,0.9030000305175782,0.48700000762939455,0.050755660980939865,Mohammed Kudus,h,12027,OpenPlay,2023,Head,22034,West Ham,Crystal Palace,1,1,2023-12-03 14:00:00,Vladimir Coufal,Aerial,Mohammed Kudus
552454,24,SavedShot,0.74,0.4109999847412109,0.015612508170306683,Mohammed Kudus,a,12027,OpenPlay,2023,RightFoot,22041,Tottenham,West Ham,1,2,2023-12-07 20:15:00,,BallRecovery,Mohammed Kudus
552464,51,BlockedShot,0.7340000152587891,0.4779999923706055,0.0200654286891222,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,22041,Tottenham,West Ham,1,2,2023-12-07 20:15:00,Jarrod Bowen,Pass,Mohammed Kudus
554763,7,BlockedShot,0.8540000152587891,0.47200000762939454,0.036121878772974014,Mohammed Kudus,h,12027,FromCorner,2023,LeftFoot,22064,West Ham,Wolverhampton Wanderers,3,0,2023-12-17 14:00:00,Emerson,Chipped,Mohammed Kudus
554768,21,Goal,0.78,0.395,0.0847235843539238,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22064,West Ham,Wolverhampton Wanderers,3,0,2023-12-17 14:00:00,Lucas Paquetá,Chipped,Mohammed Kudus
554771,31,Goal,0.8780000305175781,0.38299999237060545,0.3537343740463257,Mohammed Kudus,h,12027,OpenPlay,2023,RightFoot,22064,West Ham,Wolverhampton Wanderers,3,0,2023-12-17 14:00:00,Lucas Paquetá,Pass,Mohammed Kudus
556129,55,MissedShots,0.874000015258789,0.34,0.04178084805607796,Mohammed Kudus,h,12027,FromCorner,2023,RightFoot,22072,West Ham,Manchester United,2,0,2023-12-23 12:30:00,,None,Mohammed Kudus
556134,77,Goal,0.8669999694824219,0.39099998474121095,0.09928492456674576,Mohammed Kudus,h,12027,OpenPlay,2023,RightFoot,22072,West Ham,Manchester United,2,0,2023-12-23 12:30:00,Lucas Paquetá,Pass,Mohammed Kudus
556721,42,BlockedShot,0.7480000305175781,0.40799999237060547,0.02677786536514759,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,22076,Arsenal,West Ham,0,2,2023-12-28 20:15:00,,BlockedPass,Mohammed Kudus
561602,17,BlockedShot,0.7919999694824219,0.5309999847412109,0.026813331991434097,Mohammed Kudus,a,12027,FromCorner,2023,LeftFoot,22122,Manchester United,West Ham,3,0,2024-02-04 14:00:00,,None,Mohammed Kudus
561607,30,SavedShot,0.9180000305175782,0.5540000152587891,0.07928600162267685,Mohammed Kudus,a,12027,OpenPlay,2023,Head,22122,Manchester United,West Ham,3,0,2024-02-04 14:00:00,Jarrod Bowen,Cross,Mohammed Kudus
561628,93,MissedShots,0.7619999694824219,0.4109999847412109,0.01558960322290659,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,22122,Manchester United,West Ham,3,0,2024-02-04 14:00:00,Maxwel Cornet,Pass,Mohammed Kudus
561629,95,BlockedShot,0.8640000152587891,0.37400001525878906,0.06535647064447403,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,22122,Manchester United,West Ham,3,0,2024-02-04 14:00:00,Edson Álvarez,TakeOn,Mohammed Kudus
562906,51,BlockedShot,0.7619999694824219,0.4279999923706055,0.017138928174972534,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22133,West Ham,Arsenal,0,6,2024-02-11 14:00:00,,None,Mohammed Kudus
562915,81,SavedShot,0.9830000305175781,0.40900001525878904,0.1064557284116745,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22133,West Ham,Arsenal,0,6,2024-02-11 14:00:00,Jarrod Bowen,TakeOn,Mohammed Kudus
563882,6,BlockedShot,0.965,0.6090000152587891,0.08736015111207962,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,22142,Nottingham Forest,West Ham,2,0,2024-02-17 15:00:00,,None,Mohammed Kudus
563907,93,BlockedShot,0.7280000305175781,0.385,0.012039502151310444,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,22142,Nottingham Forest,West Ham,2,0,2024-02-17 15:00:00,Tomas Soucek,TakeOn,Mohammed Kudus
566008,1,MissedShots,0.8090000152587891,0.275,0.02198200486600399,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22153,West Ham,Brentford,4,2,2024-02-26 20:00:00,,BlockedPass,Mohammed Kudus
566016,21,MissedShots,0.78,0.3270000076293945,0.02784762904047966,Mohammed Kudus,h,12027,OpenPlay,2023,RightFoot,22153,West Ham,Brentford,4,2,2024-02-26 20:00:00,Edson Álvarez,Pass,Mohammed Kudus
566019,32,SavedShot,0.7880000305175782,0.31799999237060544,0.030926374718546867,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22153,West Ham,Brentford,4,2,2024-02-26 20:00:00,James Ward-Prowse,Pass,Mohammed Kudus
566018,32,MissedShots,0.8880000305175781,0.4209999847412109,0.031174631789326668,Mohammed Kudus,h,12027,OpenPlay,2023,Head,22153,West Ham,Brentford,4,2,2024-02-26 20:00:00,Emerson,Aerial,Mohammed Kudus
566020,36,MissedShots,0.715999984741211,0.61,0.01303246058523655,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22153,West Ham,Brentford,4,2,2024-02-26 20:00:00,,TakeOn,Mohammed Kudus
566033,86,MissedShots,0.9009999847412109,0.29100000381469726,0.06421350687742233,Mohammed Kudus,h,12027,OpenPlay,2023,RightFoot,22153,West Ham,Brentford,4,2,2024-02-26 20:00:00,Edson Álvarez,Pass,Mohammed Kudus
566570,48,BlockedShot,0.75,0.40400001525878904,0.021145472303032875,Mohammed Kudus,a,12027,OpenPlay,2023,RightFoot,22157,Everton,West Ham,1,3,2024-03-02 15:00:00,Emerson,Pass,Mohammed Kudus
566576,60,BlockedShot,0.7780000305175782,0.595999984741211,0.028239134699106216,Mohammed Kudus,a,12027,OpenPlay,2023,RightFoot,22157,Everton,West Ham,1,3,2024-03-02 15:00:00,Lucas Paquetá,Pass,Mohammed Kudus
566583,72,SavedShot,0.9290000152587891,0.445,0.6088647842407227,Mohammed Kudus,a,12027,OpenPlay,2023,RightFoot,22157,Everton,West Ham,1,3,2024-03-02 15:00:00,,Dispossessed,Mohammed Kudus
566585,78,MissedShots,0.91,0.5279999923706055,0.13435092568397522,Mohammed Kudus,a,12027,OpenPlay,2023,RightFoot,22157,Everton,West Ham,1,3,2024-03-02 15:00:00,Lucas Paquetá,Throughball,Mohammed Kudus
568570,45,MissedShots,0.7609999847412109,0.41200000762939454,0.02604372613132,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22173,West Ham,Burnley,2,2,2024-03-10 14:00:00,Vladimir Coufal,Pass,Mohammed Kudus
568583,63,MissedShots,0.9080000305175782,0.610999984741211,0.3281908631324768,Mohammed Kudus,h,12027,OpenPlay,2023,RightFoot,22173,West Ham,Burnley,2,2,2024-03-10 14:00:00,Jarrod Bowen,TakeOn,Mohammed Kudus
568590,90,BlockedShot,0.8980000305175782,0.655,0.05455409735441208,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22173,West Ham,Burnley,2,2,2024-03-10 14:00:00,,None,Mohammed Kudus
569825,38,MissedShots,0.8780000305175781,0.6809999847412109,0.07212147116661072,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22183,West Ham,Aston Villa,1,1,2024-03-17 14:00:00,Michail Antonio,Pass,Mohammed Kudus
569834,71,MissedShots,0.850999984741211,0.36400001525878906,0.020329583436250687,Mohammed Kudus,h,12027,FromCorner,2023,RightFoot,22183,West Ham,Aston Villa,1,1,2024-03-17 14:00:00,,Aerial,Mohammed Kudus
570370,24,BlockedShot,0.8519999694824218,0.3079999923706055,0.01594705507159233,Mohammed Kudus,a,12027,OpenPlay,2023,RightFoot,22191,Newcastle United,West Ham,4,3,2024-03-30 12:30:00,,Aerial,Mohammed Kudus
570380,54,Goal,0.9059999847412109,0.40299999237060546,0.0836433544754982,Mohammed Kudus,a,12027,SetPiece,2023,RightFoot,22191,Newcastle United,West Ham,4,3,2024-03-30 12:30:00,Jarrod Bowen,BallTouch,Mohammed Kudus
571843,6,BlockedShot,0.905,0.4929999923706055,0.1056375801563263,Mohammed Kudus,h,12027,FromCorner,2023,LeftFoot,22199,West Ham,Tottenham,1,1,2024-04-02 19:15:00,Tomas Soucek,None,Mohammed Kudus
571864,93,BlockedShot,0.840999984741211,0.3139999961853027,0.03159090131521225,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22199,West Ham,Tottenham,1,1,2024-04-02 19:15:00,Konstantinos Mavropanos,TakeOn,Mohammed Kudus
572475,36,BlockedShot,0.7480000305175781,0.669000015258789,0.01890372671186924,Mohammed Kudus,a,12027,OpenPlay,2023,RightFoot,22214,Wolverhampton Wanderers,West Ham,1,2,2024-04-06 14:00:00,Tomas Soucek,Pass,Mohammed Kudus
572479,56,MissedShots,0.7680000305175781,0.5059999847412109,0.020238667726516724,Mohammed Kudus,a,12027,FromCorner,2023,LeftFoot,22214,Wolverhampton Wanderers,West Ham,1,2,2024-04-06 14:00:00,,None,Mohammed Kudus
572487,93,MissedShots,0.9309999847412109,0.7,0.064454585313797,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,22214,Wolverhampton Wanderers,West Ham,1,2,2024-04-06 14:00:00,Emerson,None,Mohammed Kudus
574184,4,MissedShots,0.8080000305175781,0.3089999961853027,0.021175097674131393,Mohammed Kudus,h,12027,FromCorner,2023,LeftFoot,22224,West Ham,Fulham,0,2,2024-04-14 13:00:00,James Ward-Prowse,Pass,Mohammed Kudus
574199,39,BlockedShot,0.8490000152587891,0.705999984741211,0.03737867251038551,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22224,West Ham,Fulham,0,2,2024-04-14 13:00:00,Lucas Paquetá,TakeOn,Mohammed Kudus
574201,42,MissedShots,0.8419999694824218,0.5720000076293945,0.06396970897912979,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22224,West Ham,Fulham,0,2,2024-04-14 13:00:00,Edson Álvarez,TakeOn,Mohammed Kudus
574214,82,MissedShots,0.749000015258789,0.6419999694824219,0.01934647187590599,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22224,West Ham,Fulham,0,2,2024-04-14 13:00:00,Tomas Soucek,Pass,Mohammed Kudus
575549,61,BlockedShot,0.8240000152587891,0.27700000762939453,0.05206705257296562,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,22227,Crystal Palace,West Ham,5,2,2024-04-21 14:00:00,Lucas Paquetá,Pass,Mohammed Kudus
576582,66,SavedShot,0.8540000152587891,0.735,0.034136682748794556,Mohammed Kudus,h,12027,OpenPlay,2023,RightFoot,22243,West Ham,Liverpool,2,2,2024-04-27 11:30:00,Tomas Soucek,TakeOn,Mohammed Kudus
578836,84,SavedShot,0.7080000305175781,0.3920000076293945,0.015520102344453335,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,22249,Chelsea,West Ham,5,0,2024-05-05 13:00:00,Vladimir Coufal,TakeOn,Mohammed Kudus
578838,93,BlockedShot,0.7369999694824219,0.3029999923706055,0.010265068151056767,Mohammed Kudus,a,12027,OpenPlay,2023,LeftFoot,22249,Chelsea,West Ham,5,0,2024-05-05 13:00:00,Tomas Soucek,TakeOn,Mohammed Kudus
579872,7,MissedShots,0.9019999694824219,0.6320000076293946,0.061031244695186615,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22263,West Ham,Luton,3,1,2024-05-11 14:00:00,,BallRecovery,Mohammed Kudus
579876,17,BlockedShot,0.86,0.3110000038146973,0.03587215766310692,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22263,West Ham,Luton,3,1,2024-05-11 14:00:00,Jarrod Bowen,Pass,Mohammed Kudus
579880,30,MissedShots,0.8130000305175781,0.3820000076293945,0.04524613916873932,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22263,West Ham,Luton,3,1,2024-05-11 14:00:00,Vladimir Coufal,Pass,Mohammed Kudus
579892,69,ShotOnPost,0.8880000305175781,0.5129999923706055,0.5588369965553284,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22263,West Ham,Luton,3,1,2024-05-11 14:00:00,Jarrod Bowen,Pass,Mohammed Kudus
579896,93,BlockedShot,0.750999984741211,0.3110000038146973,0.021031804382801056,Mohammed Kudus,h,12027,OpenPlay,2023,LeftFoot,22263,West Ham,Luton,3,1,2024-05-11 14:00:00,,TakeOn,Mohammed Kudus
581962,37,SavedShot,0.8980000305175782,0.355,0.05011748522520065,Mohammed Kudus,a,12027,OpenPlay,2023,RightFoot,22273,Manchester City,West Ham,3,1,2024-05-19 15:00:00,Aaron Cresswell,Chipped,Mohammed Kudus
581963,41,Goal,0.924000015258789,0.4640000152587891,0.10068567842245102,Mohammed Kudus,a,12027,FromCorner,2023,LeftFoot,22273,Manchester City,West Ham,3,1,2024-05-19 15:00:00,,BallTouch,Mohammed Kudus
584860,41,BlockedShot,0.9540000152587891,0.6029999923706054,0.040947601199150085,Mohammed Kudus,h,12027,FromCorner,2024,Head,26608,West Ham,Aston Villa,1,2,2024-08-17 16:30:00,Tomas Soucek,HeadPass,Mohammed Kudus
584868,60,MissedShots,0.8630000305175781,0.6780000305175782,0.04816589877009392,Mohammed Kudus,h,12027,OpenPlay,2024,LeftFoot,26608,West Ham,Aston Villa,1,2,2024-08-17 16:30:00,Max Kilman,TakeOn,Mohammed Kudus
586042,10,BlockedShot,0.909000015258789,0.66,0.08608794212341309,Mohammed Kudus,a,12027,OpenPlay,2024,LeftFoot,26613,Crystal Palace,West Ham,0,2,2024-08-24 14:00:00,Tomas Soucek,Pass,Mohammed Kudus
586043,10,MissedShots,0.899000015258789,0.644000015258789,0.06096900999546051,Mohammed Kudus,a,12027,OpenPlay,2024,RightFoot,26613,Crystal Palace,West Ham,0,2,2024-08-24 14:00:00,,Rebound,Mohammed Kudus
589415,45,MissedShots,0.8859999847412109,0.6580000305175782,0.04907362535595894,Mohammed Kudus,h,12027,OpenPlay,2024,LeftFoot,26628,West Ham,Manchester City,1,3,2024-08-31 16:30:00,Edson Álvarez,Chipped,Mohammed Kudus
589417,51,ShotOnPost,0.9330000305175781,0.6780000305175782,0.09872511029243469,Mohammed Kudus,h,12027,OpenPlay,2024,LeftFoot,26628,West Ham,Manchester City,1,3,2024-08-31 16:30:00,Jarrod Bowen,Pass,Mohammed Kudus
589427,94,BlockedShot,0.754000015258789,0.38299999237060545,0.01879310794174671,Mohammed Kudus,h,12027,OpenPlay,2024,LeftFoot,26628,West Ham,Manchester City,1,3,2024-08-31 16:30:00,Aaron Wan-Bissaka,Pass,Mohammed Kudus
