Pos,ID,Name,BV,SV,Team,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,32_eo,33_eo,34_eo,35_eo,36_eo,37_eo,38_eo
M,244,Lavia,4.9,4.9,Chelsea,25.05,20.70,0.00,10.35,10.35,10.35,10.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,245,Mudryk,4.9,4.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,76.80,99.60,0.00,37.20,37.20,37.20,37.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,247,D.Essugo,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,249,João Pedro,7.8,7.8,Chelsea,77.85,157.20,0.00,77.85,77.85,77.85,77.85,0.15,0.16,0.00,0.14,0.06,0.06,0.06
F,250,Delap,6.2,6.2,Chelsea,31.20,48.90,0.00,26.55,26.55,26.55,26.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,252,Marc Guiu,4.0,4.0,Chelsea,1.50,3.00,0.00,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.01,0.00,0.00,0.00
G,253,Henderson,5.1,5.1,Crystal Palace,89.10,89.10,89.10,89.10,178.20,89.10,89.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,254,Benitez,3.9,3.9,Crystal Palace,0.90,0.90,0.90,0.90,1.80,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,255,Matthews,3.9,3.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,256,Muñoz,5.8,5.8,Crystal Palace,87.45,87.45,87.45,87.45,174.90,87.45,87.45,0.17,0.18,0.15,0.18,0.12,0.13,0.08
D,257,Lacroix,5.1,5.1,Crystal Palace,86.10,86.10,86.10,86.10,172.20,86.10,86.10,0.12,0.12,0.11,0.14,0.06,0.06,0.06
D,258,Mitchell,5.0,5.0,Crystal Palace,85.20,85.20,85.20,85.20,170.40,85.20,85.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,259,Sosa,4.8,4.8,Crystal Palace,5.40,5.40,5.40,5.40,10.80,5.40,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,260,Guéhi,5.1,5.1,Man City,79.50,160.80,0.00,79.50,162.15,79.50,79.50,0.03,0.03,0.00,0.01,0.00,0.02,0.05
D,261,Richards,4.4,4.4,Crystal Palace,84.60,84.60,84.60,84.60,169.20,84.60,84.60,0.06,0.07,0.03,0.05,0.01,0.02,0.01
D,262,Chadi Riad,4.0,4.0,Crystal Palace,10.05,10.05,10.05,10.05,56.55,10.05,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,263,Clyne,3.8,3.8,Crystal Palace,2.25,2.25,2.25,2.25,5.40,2.25,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,265,Kporha,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,266,Eze,7.2,7.2,Arsenal,0.00,0.00,0.00,41.40,41.40,41.40,41.40,0.00,0.01,0.00,0.00,0.02,0.01,0.00
M,267,Sarr,6.3,6.3,Crystal Palace,85.35,85.35,85.35,85.35,167.55,85.35,85.35,0.02,0.02,0.00,0.01,0.00,0.01,0.00
M,268,Doucouré,4.9,4.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,270,Hughes,4.7,4.7,Crystal Palace,39.90,36.60,36.60,36.60,70.35,36.60,36.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,271,Kamada,5.0,5.0,Crystal Palace,40.95,40.95,40.95,40.95,81.90,40.95,40.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,272,Lerma,4.9,4.9,Crystal Palace,62.70,56.70,56.70,56.70,125.40,56.70,56.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,273,Wharton,5.0,5.0,Crystal Palace,69.60,80.25,80.25,80.25,162.75,80.25,80.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,274,Agbinone,4.3,4.3,Crystal Palace,0.30,0.30,0.30,0.30,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,276,Devenny,4.3,4.3,Crystal Palace,9.15,9.15,9.15,9.15,18.30,9.15,9.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,281,Rodney,4.4,4.4,Crystal Palace,0.30,0.30,0.30,0.30,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,283,Mateta,7.5,7.5,Crystal Palace,33.30,33.30,33.30,33.30,69.75,33.30,33.30,0.00,0.00,0.00,0.00,0.02,0.00,0.00
F,284,Nketiah,5.4,5.4,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,286,Marsh,4.4,4.4,Crystal Palace,0.30,0.30,0.30,0.30,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,287,Pickford,5.6,5.6,Everton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,0.00,0.00,0.00,0.00,0.02,0.06,0.02
G,288,Travers,4.3,4.3,Everton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,290,Branthwaite,5.3,5.3,Everton,81.30,81.30,81.30,81.30,81.30,81.30,81.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,291,Tarkowski,5.7,5.7,Everton,87.45,87.45,87.45,87.45,87.45,87.45,87.45,0.22,0.17,0.25,0.17,0.19,0.18,0.24
D,292,Mykolenko,4.9,4.9,Everton,79.20,79.20,79.20,79.20,79.20,79.20,79.20,0.00,0.00,0.00,0.00,0.02,0.01,0.00
D,293,O'Brien,4.9,4.9,Everton,83.70,83.70,83.70,83.70,83.70,83.70,83.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,294,Coleman,4.2,4.2,Everton,2.40,2.40,2.40,2.40,2.40,2.40,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,295,Keane,4.6,4.6,Everton,12.75,12.75,12.75,12.75,12.75,12.75,12.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,296,Patterson,4.4,4.4,Everton,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,298,Welch,3.8,3.8,Everton,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,299,Ndiaye,6.2,6.2,Everton,69.60,83.25,83.25,83.25,83.25,83.25,83.25,0.10,0.10,0.10,0.10,0.03,0.02,0.01
M,300,McNeil,5.5,5.5,Everton,51.00,47.25,47.25,47.25,47.25,47.25,47.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,301,Alcaraz,5.2,5.2,Everton,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,302,Gana,5.4,5.4,Everton,80.40,80.40,80.40,80.40,80.40,80.40,80.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,303,Garner,5.3,5.3,Everton,87.00,87.00,87.00,87.00,87.00,87.00,87.00,0.02,0.01,0.01,0.01,0.00,0.00,0.01
M,304,Iroegbunam,4.8,4.8,Everton,15.60,15.60,15.60,15.60,15.60,15.60,15.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,305,Armstrong,4.5,4.5,Everton,37.80,34.05,34.05,34.05,34.05,34.05,34.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,306,Bates,4.3,4.3,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,307,Ebere,4.4,4.4,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,310,Barry,5.7,5.7,Everton,36.15,36.15,36.15,36.15,36.15,36.15,36.15,0.00,0.00,0.00,0.00,0.01,0.00,0.00
F,311,Beto,5.0,5.0,Everton,62.85,62.85,62.85,62.85,62.85,62.85,62.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,314,Leno,4.9,4.9,Fulham,89.10,89.10,89.10,89.10,89.10,89.10,89.10,0.00,0.00,0.00,0.00,0.01,0.01,0.00
D,316,Robinson,4.9,4.9,Fulham,62.25,62.25,62.25,62.25,62.25,62.25,62.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,317,Andersen,4.6,4.6,Fulham,85.05,85.05,85.05,85.05,85.05,85.05,85.05,0.00,0.29,0.58,0.00,0.55,0.52,0.53
D,318,Bassey,4.4,4.4,Fulham,63.45,81.00,81.00,81.00,81.00,81.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,319,Castagne,4.3,4.3,Fulham,14.40,14.40,14.40,14.40,14.40,14.40,14.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,320,Diop,4.3,4.3,Fulham,7.05,7.05,7.05,7.05,7.05,7.05,7.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,321,J.Cuenca,4.3,4.3,Fulham,27.75,11.25,11.25,11.25,11.25,11.25,11.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,322,Tete,4.5,4.5,Fulham,82.20,82.20,82.20,82.20,82.20,82.20,82.20,0.00,0.00,0.00,0.00,0.02,0.01,0.00
D,323,Amissah,3.8,3.8,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,324,Iwobi,6.4,6.4,Fulham,84.00,84.00,84.00,84.00,84.00,84.00,84.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00
M,325,Smith Rowe,5.6,5.6,Fulham,53.10,53.10,53.10,53.10,53.10,53.10,53.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,326,Adama,5.1,5.1,West Ham,15.30,15.30,15.30,15.30,15.30,15.30,15.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,328,Sessegnon,5.4,5.4,Fulham,36.45,36.45,36.45,36.45,36.45,36.45,36.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,329,Wilson,6.1,6.1,Fulham,80.40,80.40,80.40,80.40,80.40,80.40,80.40,0.13,0.33,0.41,0.00,0.39,0.42,0.41
M,330,Berge,4.9,4.9,Fulham,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,331,Cairney,4.8,4.8,Fulham,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,332,Lukić,4.9,4.9,Fulham,21.00,21.00,21.00,21.00,21.00,21.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,335,King,4.4,4.4,Fulham,45.60,45.60,45.60,45.60,45.60,45.60,45.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,336,Reed,4.3,4.3,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,337,Raúl,6.2,6.2,Fulham,71.70,71.70,71.70,71.70,71.70,71.70,71.70,0.01,0.01,0.03,0.01,0.02,0.02,0.01
F,338,Muniz,5.3,5.3,Fulham,23.85,23.85,23.85,23.85,23.85,23.85,23.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,339,Meslier,4.1,4.1,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,340,Cairns,3.9,3.9,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,341,Darlow,3.9,3.9,Leeds United,88.20,176.40,0.00,88.20,88.20,88.20,88.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,342,Bogle,4.4,4.4,Leeds United,82.50,165.60,0.00,82.50,82.50,82.50,82.50,0.00,0.00,0.00,0.00,0.01,0.01,0.01
D,343,Struijk,4.3,4.3,Leeds United,86.85,172.20,0.00,86.85,86.85,86.85,86.85,0.01,0.01,0.00,0.00,0.00,0.02,0.02
D,344,Bijol,3.9,3.9,Leeds United,72.00,53.25,0.00,30.75,30.75,30.75,30.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,345,Bornauw,3.8,3.8,Leeds United,3.00,6.00,0.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,346,Byram,3.7,3.7,Leeds United,1.50,3.00,0.00,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,347,Gudmundsson,3.8,3.8,Leeds United,83.25,167.10,0.00,83.25,83.25,83.25,83.25,0.02,0.03,0.00,0.02,0.00,0.02,0.01
D,348,Rodon,3.9,3.9,Leeds United,40.50,172.80,0.00,86.85,86.85,86.85,86.85,0.04,0.07,0.00,0.09,0.03,0.04,0.04
M,350,Aaronson,5.4,5.4,Leeds United,74.40,146.40,0.00,74.40,74.40,77.10,74.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,351,Gnonto,5.1,5.1,Leeds United,9.15,18.30,0.00,9.15,9.15,9.15,9.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,353,James,5.2,5.2,Leeds United,12.15,18.60,0.00,12.15,12.15,12.15,12.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,354,Ampadu,4.9,4.9,Leeds United,86.70,172.80,0.00,86.70,86.70,86.70,86.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,356,Gruev,4.7,4.7,Leeds United,54.00,104.10,0.00,24.00,24.00,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,358,Tanaka,4.8,4.8,Leeds United,69.60,85.20,0.00,55.20,55.20,55.20,55.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,362,Piroe,4.9,4.9,Leeds United,1.50,3.00,0.00,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,365,Nmecha,5.0,5.0,Leeds United,18.15,36.30,0.00,18.15,18.15,18.15,18.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,366,A.Becker,5.4,5.4,Liverpool,0.00,0.00,36.00,89.10,89.10,89.10,89.10,0.00,0.00,0.03,0.01,0.01,0.01,0.00
G,367,Mamardashvili,4.1,4.1,Liverpool,89.10,89.10,54.00,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,368,Pécsi,3.8,3.8,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,369,Woodman,3.9,3.9,Liverpool,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,370,Frimpong,5.7,5.7,Liverpool,61.35,61.35,61.35,61.35,61.35,61.35,61.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,371,Kerkez,5.6,5.6,Liverpool,67.20,67.20,67.20,67.20,67.20,67.20,67.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,372,Robertson,5.7,5.7,Liverpool,26.10,26.10,26.10,26.10,26.10,26.10,26.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,373,Virgil,6.3,6.3,Liverpool,87.45,87.45,87.45,87.45,87.45,87.45,87.45,0.69,0.65,0.71,0.62,0.62,0.75,0.77
D,374,Konaté,5.5,5.5,Liverpool,83.85,83.85,83.85,83.85,83.85,83.85,83.85,0.02,0.01,0.02,0.02,0.02,0.03,0.03
D,375,Bradley,4.9,4.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,376,Gomez,4.9,4.9,Liverpool,18.45,18.45,18.45,18.45,18.45,18.45,18.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,378,Nallo,3.7,3.7,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,379,R.Williams,3.7,3.7,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,380,Ramsay,3.7,3.7,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,381,M.Salah,14.0,14.0,Liverpool,72.90,72.90,72.90,72.90,72.90,72.90,72.90,0.54,0.37,0.67,0.06,0.44,0.24,0.55
M,382,Wirtz,8.3,8.3,Liverpool,78.45,78.45,78.45,78.45,78.45,78.45,78.45,0.03,0.02,0.02,0.01,0.00,0.00,0.00
M,384,Gakpo,7.3,7.3,Liverpool,66.90,66.90,66.90,66.90,66.90,66.90,66.90,0.01,0.00,0.02,0.01,0.02,0.01,0.01
M,385,Chiesa,6.3,6.3,Liverpool,7.35,7.35,7.35,7.35,7.35,7.35,7.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,386,Mac Allister,6.3,6.3,Liverpool,69.75,69.75,69.75,69.75,69.75,69.75,69.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,387,Szoboszlai,7.1,7.1,Liverpool,86.85,86.85,86.85,86.85,86.85,86.85,86.85,0.31,0.30,0.34,0.32,0.32,0.34,0.35
M,388,C.Jones,5.4,5.4,Liverpool,26.25,26.25,26.25,26.25,26.25,26.25,26.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,389,Elliott,5.1,5.1,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,390,Gravenberch,5.5,5.5,Liverpool,84.75,84.75,84.75,84.75,84.75,84.75,84.75,0.00,0.00,0.00,0.00,0.01,0.00,0.00
M,391,Gannon-Doak,4.8,4.8,Bournemouth,10.95,21.90,0.00,10.95,10.95,10.95,10.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,392,Endo,4.9,4.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,393,Bajcetic,4.2,4.2,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,396,Nyoni,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,398,Danns,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,400,Ortega Moreno,4.7,4.7,Nott'm Forest,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,401,Bettinelli,3.8,3.8,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,402,Aït-Nouri,5.7,5.7,Man City,70.20,148.05,0.00,70.20,148.05,70.20,70.20,0.01,0.00,0.00,0.00,0.00,0.02,0.05
D,403,Gvardiol,5.9,5.9,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,405,Aké,5.2,5.2,Man City,13.50,29.70,0.00,13.50,29.70,13.50,13.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,406,Khusanov,5.4,5.4,Man City,48.00,57.00,0.00,32.40,52.95,32.40,32.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,407,Matheus N.,5.3,5.3,Man City,80.85,161.70,0.00,80.85,165.60,80.85,80.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,408,Rúben,5.5,5.5,Man City,58.50,156.75,0.00,76.50,158.55,76.50,76.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,409,Stones,5.4,5.4,Man City,3.00,6.00,0.00,3.00,6.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,410,Lewis,4.6,4.6,Man City,5.40,10.80,0.00,5.40,10.80,5.40,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,411,O'Reilly,5.0,5.0,Man City,79.65,156.90,0.00,79.65,156.90,79.65,79.65,0.05,0.09,0.00,0.08,0.02,0.03,0.06
M,413,Marmoush,8.3,8.3,Man City,27.60,55.50,0.00,27.60,68.40,27.60,27.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,414,Foden,8.0,8.0,Man City,23.40,37.65,0.00,23.40,41.40,23.40,23.40,0.00,0.00,0.00,0.00,0.02,0.00,0.00
M,415,Savinho,6.9,6.9,Man City,15.45,22.95,0.00,15.45,22.95,15.45,15.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,416,Bernardo,6.2,6.2,Man City,73.20,147.75,0.00,73.20,153.15,73.20,73.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,417,Cherki,6.3,6.3,Man City,59.40,120.75,0.00,59.40,99.60,59.40,59.40,0.00,0.01,0.00,0.00,0.00,0.00,0.00
M,418,Doku,6.4,6.4,Man City,32.85,72.45,0.00,32.85,58.65,32.85,32.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,419,Grealish,6.3,6.3,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,421,Rodrigo,6.3,6.3,Man City,79.50,159.75,0.00,79.50,159.75,79.50,79.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,422,Kovačić,5.8,5.8,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,423,N.Gonzalez,5.9,5.9,Man City,14.85,31.35,0.00,14.85,31.35,14.85,14.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,424,Bobb,5.1,5.1,Fulham,35.40,35.40,35.40,35.40,35.40,35.40,35.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,426,McAtee,5.0,5.0,Nott'm Forest,8.25,8.25,8.25,8.25,8.25,8.25,8.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,427,Reijnders,5.0,5.0,Man City,24.60,46.80,0.00,24.60,46.80,24.60,24.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,428,Nypan,5.0,5.0,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,430,Haaland,14.4,14.4,Man City,80.10,160.65,0.00,80.10,162.60,80.10,80.10,0.82,1.32,0.00,1.04,1.32,1.16,1.25
G,431,Bayindir,4.7,4.7,Man Utd,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,434,Heaton,3.8,3.8,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,435,Mee,3.9,3.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,436,De Ligt,4.9,4.9,Man Utd,10.20,10.20,10.20,10.20,10.20,10.20,10.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,437,Martinez,4.8,4.8,Man Utd,86.10,84.45,84.45,84.45,84.45,84.45,84.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,438,Mazraoui,4.9,4.9,Man Utd,47.25,22.80,22.80,22.80,22.80,22.80,22.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,439,D.Leon,4.1,4.1,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,440,Dalot,4.6,4.6,Man Utd,83.25,81.90,81.90,81.90,81.90,81.90,81.90,0.02,0.00,0.02,0.01,0.01,0.02,0.01
D,441,Dorgu,4.1,4.1,Man Utd,18.30,18.30,18.30,18.30,18.30,18.30,18.30,0.00,0.00,0.00,0.00,0.01,0.01,0.00
D,442,Maguire,4.4,4.4,Man Utd,0.00,79.80,79.80,79.80,79.80,79.80,79.80,0.00,0.00,0.00,0.00,0.02,0.02,0.01
D,443,Shaw,4.5,4.5,Man Utd,81.75,81.75,81.75,81.75,81.75,81.75,81.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,444,Yoro,4.1,4.1,Man Utd,86.10,34.05,34.05,34.05,34.05,34.05,34.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,446,Fredricson,3.7,3.7,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,447,Heaven,3.7,3.7,Man Utd,7.05,9.60,9.60,9.60,9.60,9.60,9.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,448,Malacia,3.7,3.7,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,449,B.Fernandes,10.3,10.3,Man Utd,87.60,87.60,87.60,87.60,87.60,87.60,87.60,1.21,0.60,1.54,1.12,0.89,1.15,1.07
M,450,Cunha,8.0,8.0,Man Utd,77.70,77.70,77.70,77.70,77.70,77.70,77.70,0.00,0.00,0.01,0.00,0.02,0.01,0.00
M,452,Amad,6.2,6.2,Man Utd,54.60,54.60,54.60,54.60,54.60,54.60,54.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,453,Garnacho,6.4,6.4,Chelsea,48.90,69.30,0.00,39.90,39.90,39.90,39.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,455,Mount,5.9,5.9,Man Utd,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,456,Sancho,5.8,5.8,Aston Villa,6.90,39.60,39.60,39.60,39.60,39.60,39.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,457,Casemiro,5.7,5.7,Man Utd,81.00,81.00,81.00,81.00,81.00,81.00,81.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00
M,458,Mainoo,4.6,4.6,Man Utd,80.70,80.70,80.70,80.70,80.70,80.70,80.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,459,Ugarte,4.7,4.7,Man Utd,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,461,Fitzgerald,4.3,4.3,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,462,J.Fletcher,4.3,4.3,Man Utd,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,466,Zirkzee,5.8,5.8,Man Utd,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,467,Obi,4.2,4.2,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,469,Pope,5.0,5.0,Newcastle,9.00,9.00,9.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00
