id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season,league
11186,Alvaro Rodríguez,31,2011,6,11.806433740071952,5,3.8613251298666,68,32,1,0,F S,Elche,6,11.806433740071952,14.40041924919933,2.456963404081762,2025,La_liga
11322,Viktor Tsygankov,29,2408,6,6.359821029007435,5,3.8161047445610166,41,45,3,0,F M S,Girona,6,6.359821029007435,12.73848769813776,4.071633856743574,2025,La_liga
11822,Fermín López,29,1733,6,7.307355087250471,9,7.6479049026966095,65,34,3,0,M S,Barcelona,6,7.307355087250471,24.38941153883934,12.423649363219738,2025,La_liga
13350,Roberto Fernández,35,2209,6,8.279891631565988,3,3.1335046561434865,55,17,3,0,F S,Espanyol,5,7.536614022217691,10.96213461086154,1.9125773012638092,2025,La_liga
2290,Iago Aspas,29,919,5,4.343982558697462,3,4.01464937068522,27,29,3,0,F M S,Celta Vigo,3,2.857427340000868,10.108264445327222,5.655466317199171,2025,La_liga
2624,Djibril Sow,30,1965,5,1.4747036397457123,3,1.776959527283907,17,20,6,0,M S,Sevilla,5,1.4747036397457123,5.447468066588044,3.4311286229640245,2025,La_liga
6241,Federico Valverde,32,2675,5,2.2294696867465973,8,5.012471796944737,50,43,3,1,D F M S,Real Madrid,5,2.2294696867465973,17.920001197606325,14.164738722145557,2025,La_liga
7074,Nicolás González,24,1480,5,5.666498072445393,0,1.7241394147276878,43,12,4,1,D F M S,Atletico Madrid,5,5.666498072445393,10.485972724854946,5.266246838495135,2025,La_liga
8328,Azz-Eddine Ounahi,21,1507,5,3.3007303066551685,2,4.571105994284153,41,27,6,0,F M S,Girona,4,2.557452652603388,9.990719996392727,6.03361726179719,2025,La_liga
11402,Carlos Romero,33,2937,5,2.760152411647141,2,2.9285089941695333,36,25,4,0,D,Espanyol,5,2.760152411647141,9.464146669954062,6.169139990583062,2025,La_liga
12294,Carlos Vicente,21,1250,5,3.714753158390522,0,3.8571879733353853,12,26,1,0,F M S,Alaves,2,1.4849203303456306,5.572600442916155,1.6297904159873724,2025,La_liga
13279,Víctor Muñoz,33,2615,5,6.971488760784268,2,2.32262793276459,77,26,3,0,F M S,Osasuna,5,6.971488760784268,11.31708637624979,3.807595376856625,2025,La_liga
498,Alexis Sánchez,25,1161,4,2.9484536685049534,2,1.6822333373129368,23,25,2,0,F M S,Sevilla,3,2.2051760498434305,5.8002671748399734,2.7442200584337115,2025,La_liga
1450,Umar Sadiq,22,985,4,4.942554090172052,2,1.716763524338603,29,10,4,0,F S,"Real Sociedad,Valencia",4,4.942554090172052,7.61145725287497,1.5916851498186588,2025,La_liga
1709,Cristhian Stuani,18,258,4,5.140920139849186,0,0.052684053778648376,13,1,4,0,F S,Girona,1,2.1678096130490303,2.505075082182884,0.5094254016876221,2025,La_liga
2252,Borja Mayoral,16,1072,4,3.4905536491423845,1,0.560979638248682,15,5,0,0,F S,Getafe,4,2.747275995090604,2.6726806866936386,0.4403858962468803,2025,La_liga
2478,Carlos Soler,30,2137,4,2.906092131510377,3,4.73861910123378,34,44,3,1,M S,Real Sociedad,4,2.906092131510377,10.6359249278903,7.282803261652589,2025,La_liga
6427,Aitor Ruibal,27,1809,4,4.419992010109127,2,1.7956423908472061,31,19,4,1,D F M S,Real Betis,4,4.419992010109127,10.049647815525532,4.529752524569631,2025,La_liga
7071,Álvaro García,31,2073,4,6.8708263747394085,5,7.334621558897197,47,40,3,0,F M S,Rayo Vallecano,4,6.8708263747394085,14.599677024409175,2.0335369165986776,2025,La_liga
7779,Oihan Sancet,28,1832,4,7.056168496608734,0,1.445348110049963,48,27,4,1,M S,Athletic Club,2,5.569741144776344,7.564459195360541,2.206977505236864,2025,La_liga
8230,German Valera,33,2618,4,2.261305471882224,4,7.274374397471547,25,42,3,1,D F M S,Elche,4,2.261305471882224,13.458550702780485,7.573291972279549,2025,La_liga
8696,Pape Alassane Gueye,28,2062,4,5.095609089359641,2,2.2214559176936746,45,25,8,0,M S,Villarreal,3,4.352331457659602,14.191153138875961,9.341922590509057,2025,La_liga
8824,Jude Bellingham,25,1742,4,7.440853573381901,4,3.037935324013233,48,36,2,0,M S,Real Madrid,4,7.440853573381901,13.154077596962452,7.712501024827361,2025,La_liga
9001,Martín Satriano,16,1429,4,3.2107698805630207,1,2.4850312769412994,31,15,4,0,F M,Getafe,4,3.2107698805630207,7.070262689143419,1.9049698896706104,2025,La_liga
9796,Giuliano Simeone,29,2055,4,5.700413363054395,6,5.526886135339737,34,29,1,0,D F M S,Atletico Madrid,4,5.700413363054395,18.049435924738646,8.817696247249842,2025,La_liga
10078,Hugo Álvarez,25,1256,4,2.0627424381673336,1,2.10401670075953,11,23,2,0,D F M S,Celta Vigo,4,2.0627424381673336,7.445694698020816,4.412954363971949,2025,La_liga
10870,Williot Swedberg,26,1070,4,4.168967954814434,5,1.9846364725381136,20,10,2,0,F M S,Celta Vigo,4,4.168967954814434,7.506541322916746,3.268151741474867,2025,La_liga
12035,Gonzalo García,27,765,4,4.646458577364683,1,1.3190798573195934,18,9,2,0,F S,Real Madrid,4,4.646458577364683,7.051945634186268,1.8598386161029339,2025,La_liga
12190,Arda Güler,32,2063,4,4.8113659825176,9,8.848396001383662,49,70,1,0,F M S,Real Madrid,4,4.8113659825176,15.61823270842433,8.178962763398886,2025,La_liga
12305,Isaac Romero,27,1429,4,5.427226100116968,0,1.0822319444268942,38,14,6,1,F M S,Sevilla,4,4.683948460966349,7.32866882532835,2.2761503346264362,2025,La_liga
13700,Alberto Reina,35,2346,4,3.69845930300653,1,3.8614275762811303,21,34,4,1,F M S,Real Oviedo,4,3.69845930300653,7.678288954310119,2.9687759494408965,2025,La_liga
770,Ayoze Pérez,23,968,3,4.755238801240921,3,1.8947960622608662,20,15,3,0,F S,Villarreal,2,4.011961154639721,7.4010390639305115,1.7685081493109465,2025,La_liga
2306,Cédric Bakambu,17,499,3,4.446228556334972,1,1.0754088601097465,21,4,1,0,F S,Real Betis,3,4.446228556334972,5.394173461943865,1.0260755307972431,2025,La_liga
3425,Thomas Lemar,25,1214,3,1.7426858581602573,1,1.3809418808668852,16,19,3,0,M S,Girona,3,1.7426858581602573,5.62643584003672,3.2262320588342845,2025,La_liga
6168,Leandro Cabrera,34,3060,3,3.5715831872075796,0,1.0857037864625454,38,11,3,0,D,Espanyol,3,3.5715831872075796,6.770221319980919,6.246262039989233,2025,La_liga
7070,Santiago Comesaña,32,2346,3,4.9054369777441025,6,3.0654607638716698,26,26,5,1,M S,Villarreal,3,4.9054369777441025,17.8280839798972,11.821843824349344,2025,La_liga
7308,Ander Barrenetxea,29,1761,3,2.8589945985004306,5,6.596155438572168,34,45,4,0,F M S,Real Sociedad,3,2.8589945985004306,12.755751471966505,6.245771812275052,2025,La_liga
7528,Sergio Camello,20,682,3,3.344672894105315,0,1.1383108850568533,20,15,1,1,F M S,Rayo Vallecano,3,3.344672894105315,4.878579538315535,0.5441112034022808,2025,La_liga
7604,Alejandro Catena,32,2813,3,2.7360535515472293,2,1.0749874860048294,17,9,10,1,D,Osasuna,3,2.7360535515472293,5.015105517581105,3.6947771180421114,2025,La_liga
7810,Ruben Vargas,21,1520,3,3.246097767725587,5,2.8265285566449165,36,23,2,0,F M S,Sevilla,2,2.502820136025548,6.357471965253353,2.7501491736620665,2025,La_liga
7825,Iker Losada,20,766,3,2.1271424889564514,1,0.4048053156584501,13,10,1,0,M S,Levante,3,2.1271424889564514,2.227597337216139,0.4045812226831913,2025,La_liga
8066,Arnaut Danjuma Groeneveld,30,1612,3,5.226826310157776,2,4.247381461784244,36,17,0,0,F M S,Valencia,3,4.483548700809479,9.88978798687458,2.371374111622572,2025,La_liga
8091,Ronald Araújo,22,973,3,2.2874496951699257,0,0.5996876899152994,11,3,2,0,D S,Barcelona,3,2.2874496951699257,6.279270175844431,5.194522112607956,2025,La_liga
9694,Diego López,31,1555,3,2.8253196077421308,0,1.4580481592565775,23,13,2,0,F M S,Valencia,3,2.8253196077421308,6.415975991636515,2.4637885484844446,2025,La_liga
9812,Isi Palazón,31,2294,3,4.703491798602045,3,4.25213922560215,52,39,10,1,F M S,Rayo Vallecano,1,3.2169365379959345,11.040195340290666,6.673252057284117,2025,La_liga
10952,Joel Roca,29,1238,3,4.106115709990263,1,0.963515616953373,39,12,3,1,F M S,Girona,3,4.106115709990263,6.808408273383975,1.904130095615983,2025,La_liga
11025,Pablo Torre,32,1423,3,2.140868281945586,3,2.71156283095479,20,29,3,0,M S,Mallorca,3,2.140868281945586,6.801076926290989,3.810065461322665,2025,La_liga
11264,Carlos Álvarez,30,1910,3,2.646204930730164,1,4.597994323819876,31,40,3,0,M S,Levante,3,2.646204930730164,10.988976924680173,6.164044106379151,2025,La_liga
12862,Luka Sucic,19,795,3,1.325021082535386,1,0.3335845023393631,19,8,1,0,F M S,Real Sociedad,3,1.325021082535386,2.4191786972805858,0.9309813221916556,2025,La_liga
13358,Thiago Almada,25,1228,3,3.557283066213131,1,2.2449653390794992,21,26,2,1,F M S,Atletico Madrid,3,3.557283066213131,9.967661909759045,5.262621272355318,2025,La_liga
13789,Adrián Liso,27,1640,3,2.757198302075267,0,0.1507773920893669,26,4,3,1,F M S,Getafe,3,2.757198302075267,3.0900558568537235,0.3200403545051813,2025,La_liga
14059,Alemão,23,990,3,3.506155464798212,0,0.3112838324159384,21,7,3,0,F S,Rayo Vallecano,3,3.506155464798212,5.469843560829759,1.7920140326023102,2025,La_liga
14388,Luis Vázquez,15,1125,3,2.5768018374219537,0,0.11960442177951336,23,2,2,0,F S,Getafe,3,2.5768018374219537,4.031746010296047,1.7306871116161346,2025,La_liga
492,Héctor Bellerín,24,1552,2,0.4660519249737263,3,3.6999834068119526,6,22,2,0,D S,Real Betis,2,0.4660519249737263,8.213066853582859,6.45217752456665,2025,La_liga
813,Salomón Rondón,16,1054,2,3.783308571204543,0,0.19348198920488358,24,5,2,0,F S,Real Oviedo,2,3.0400309544056654,3.1170474737882614,0.3357116375118494,2025,La_liga
2183,Rubén García,32,2134,2,1.9515067972242832,5,5.355679197236896,26,39,5,0,F M S,Osasuna,2,1.9515067972242832,6.238282315433025,3.5320995850488544,2025,La_liga
2269,Koke,31,1967,2,0.853414811193943,2,2.7197426576167345,12,30,5,0,M S,Atletico Madrid,2,0.853414811193943,13.962067194283009,12.733073057606816,2025,La_liga
2399,Iñaki Williams,27,1944,2,6.452295454218984,4,3.0534831881523132,49,20,2,0,F M S,Athletic Club,1,5.7090178448706865,9.7359871994704,3.3205614872276783,2025,La_liga
2551,Pepelu,28,2088,2,3.2611941751092672,0,1.2045606933534145,23,20,4,0,D M S,Valencia,1,1.031361309811473,6.721371200866997,6.272539014928043,2025,La_liga
3621,Neal Maupay,9,731,2,1.8298394829034805,1,0.46651681791990995,11,11,1,0,F S,Sevilla,2,1.8298394829034805,3.361966334283352,1.1544595137238503,2025,La_liga
5091,Alex Berenguer,29,2015,2,5.088640256784856,3,5.407221911475062,41,48,4,0,F M S,Athletic Club,2,5.088640256784856,10.759772971272469,4.0648663230240345,2025,La_liga
5556,Ademola Lookman,9,418,2,2.887480452656746,0,1.6025739386677742,17,8,1,0,F M S,Atletico Madrid,2,2.887480452656746,4.8919139094650745,1.815687134861946,2025,La_liga
5681,Giovani Lo Celso,21,1250,2,2.8441805597394705,3,2.681934082880616,28,27,4,0,M S,Real Betis,2,2.8441805597394705,10.433344289660454,6.65279221534729,2025,La_liga
6592,Manuel Morlanes,29,1547,2,1.5307670971378684,0,1.2803269866853952,11,16,2,1,M S,Mallorca,2,1.5307670971378684,7.16281845793128,4.645948763936758,2025,La_liga
6933,Javi Puado,10,687,2,4.838970278389752,0,0.9579164311289787,15,10,2,0,F M S,Espanyol,1,3.3524150969460607,3.2629179880023003,1.2333675622940063,2025,La_liga
7829,Eder Militão,16,1147,2,1.8924340261146426,1,1.1158691756427288,21,8,2,0,D S,Real Madrid,2,1.8924340261146426,6.2966620568186045,5.192408312112093,2025,La_liga
7842,Aleix Febas,34,3000,2,2.0966949686408043,2,2.102244376204908,22,27,9,0,M,Elche,2,2.0966949686408043,16.7039062269032,14.44443430006504,2025,La_liga
7870,Luis Rioja,34,2417,2,2.0486799478530884,6,4.130422729998827,38,34,1,0,D F M S,Valencia,2,2.0486799478530884,9.899758122861385,5.140784487128258,2025,La_liga
7888,Nemanja Gudelj,31,2291,2,1.4446014729328454,0,0.8148425333201885,30,7,8,0,D M S,Sevilla,2,1.4446014729328454,5.1158760618418455,4.056290280073881,2025,La_liga
7916,Pol Lozano,31,2064,2,0.6832092180848122,1,1.3134498577564955,16,22,9,1,M S,Espanyol,2,0.6832092180848122,6.036711794324219,5.323340174742043,2025,La_liga
8001,Takefusa Kubo,23,1470,2,2.5851019974797964,4,4.524499751627445,27,31,2,0,F M S,Real Sociedad,2,2.5851019974797964,7.6362201273441315,3.322264116257429,2025,La_liga
8122,Sergio Carreira,31,2425,2,1.7868523132055998,1,1.0122397849336267,13,16,2,0,D S,Celta Vigo,2,1.7868523132055998,12.210155680775642,10.32420764118433,2025,La_liga
8267,Guido Rodríguez,13,1040,2,0.648954477161169,0,0.35411210358142853,12,7,4,0,M S,Valencia,2,0.648954477161169,3.768604515120387,3.1692177802324295,2025,La_liga
8417,Álex Baena,25,1487,2,1.629095047712326,3,6.231179332360625,24,42,5,0,F M S,Atletico Madrid,2,1.629095047712326,11.02032771334052,6.277295859530568,2025,La_liga
8500,Víctor García,20,1002,2,1.9078138787299395,1,1.7659303694963455,19,14,1,0,F M S,Levante,2,1.9078138787299395,3.1340328566730022,0.725832886993885,2025,La_liga
8733,Alfonso Espino,27,1285,2,1.967562641017139,0,2.431178195402026,18,15,2,0,D M S,Rayo Vallecano,2,1.967562641017139,6.592690121382475,3.703193437308073,2025,La_liga
8935,Pedri,27,2000,2,2.386106515303254,8,5.657669983804226,21,58,0,1,M S,Barcelona,2,2.386106515303254,24.319380588829517,18.669086903333664,2025,La_liga
8948,Aitor Paredes,18,1535,2,1.4780013747513294,0,0.7596744522452354,13,4,4,0,D S,Athletic Club,2,1.4780013747513294,3.2289575710892677,3.055551938712597,2025,La_liga
8963,Nahuel Molina,26,1292,2,0.4005685858428478,2,3.0108713675290346,14,20,4,0,D M S,Atletico Madrid,2,0.4005685858428478,8.971317809075117,6.135595750063658,2025,La_liga
9040,Conor Gallagher,19,630,2,1.2670744927600026,0,0.49994678795337677,13,4,2,0,M S,Atletico Madrid,2,1.2670744927600026,6.03503056243062,4.425485637038946,2025,La_liga
9241,Alfon,20,649,2,2.92619794793427,0,0.508796339854598,18,9,0,0,D M S,"Sevilla,Villarreal",2,2.92619794793427,4.512275822460651,1.2169958353042603,2025,La_liga
9280,Antonio Blanco,33,2867,2,1.0445321472361684,2,0.9595658238977194,37,18,9,0,M,Alaves,2,1.0445321472361684,9.366635918617249,8.210328189656138,2025,La_liga
9813,Randy Nteka,11,189,2,1.8630049247294664,0,0.09429851360619068,9,3,2,0,F S,Rayo Vallecano,2,1.8630049247294664,1.8871092144399881,0.05991104058921337,2025,La_liga
9815,Pathé Ciss,26,1833,2,3.8712120866402984,0,0.2771575404331088,19,11,8,2,D M S,Rayo Vallecano,2,3.8712120866402984,9.421301802620292,7.5476552322506905,2025,La_liga
10319,Adrián De la Fuente,30,2434,2,3.265850684605539,1,1.3765577031299472,34,16,5,0,D S,Levante,1,1.7792954286560416,5.526019596494734,4.924553344026208,2025,La_liga
10364,Nahuel Tenaglia,33,2970,2,1.6030762465670705,0,0.26473028771579266,19,6,2,0,D,Alaves,2,1.6030762465670705,6.197314154356718,5.901650769636035,2025,La_liga
10382,Eray Cömert,15,1176,2,1.5080215353518724,0,0.19856468308717012,10,4,3,0,D S,Valencia,2,1.5080215353518724,5.514007914811373,4.407059725373983,2025,La_liga
10576,Álvaro Fernández,26,2154,2,0.4011697340756655,2,1.6260560676455498,8,26,5,1,D S,Real Madrid,2,0.4011697340756655,14.791183963418007,13.483737271279097,2025,La_liga
10944,Fran Pérez,27,1148,2,1.9484425690025091,1,1.6743681291118264,16,13,4,0,F M S,Rayo Vallecano,2,1.9484425690025091,5.749758310616016,2.5902619548141956,2025,La_liga
11154,Pablo Durán,27,1388,2,4.04007170535624,2,2.1502566440030932,33,10,1,0,F M S,Celta Vigo,2,4.04007170535624,6.288010518997908,1.1442878702655435,2025,La_liga
11208,Mateo Joseph,29,1707,2,5.396834125742316,3,1.5903267217800021,33,13,2,0,F M S,Mallorca,2,5.396834125742316,7.219164989888668,1.7234136806800961,2025,La_liga
11349,Mario Martín,32,1891,2,2.9510428346693516,1,0.916083893738687,26,8,10,0,F M S,Getafe,2,2.9510428346693516,3.979537969455123,1.4174842182546854,2025,La_liga
11943,Dean Huijsen,26,1939,2,2.327382738701999,2,1.1454473715275526,20,10,7,1,D S,Real Madrid,2,2.327382738701999,9.927167125046253,9.520156245678663,2025,La_liga
12263,Mikel Jauregizar,33,2683,2,1.2205345332622528,0,1.4989423444494605,34,27,5,1,M S,Athletic Club,2,1.2205345332622528,7.9343246165663,6.072607362642884,2025,La_liga
12286,Nobel Mendy,22,1654,2,2.1846237517893314,0,0.3597838692367077,11,3,7,2,D S,Rayo Vallecano,2,2.1846237517893314,3.754807187244296,3.3444929160177708,2025,La_liga
12643,Javier Rueda,23,1195,2,1.6056091226637363,5,3.397627865895629,11,13,5,0,D S,Celta Vigo,2,1.6056091226637363,8.061440736055374,5.405595265328884,2025,La_liga
12742,Peque,25,886,2,0.7329471576958895,1,0.6110825892537832,14,15,7,0,F M S,Sevilla,2,0.7329471576958895,2.532624928280711,1.4915726091712713,2025,La_liga
12820,Marc Bernal,19,546,2,1.0003610253334045,1,0.6727183200418949,6,5,3,0,M S,Barcelona,2,1.0003610253334045,4.3800452798604965,3.9712591785937548,2025,La_liga
13201,Raúl,21,1512,2,1.511999098584056,0,0.4637518934905529,14,5,4,0,D S,Real Madrid,2,1.511999098584056,7.207069911062717,6.628370724618435,2025,La_liga
13361,Jones El Abdellaoui,21,609,2,2.383013777434826,0,0.5126708522439003,17,9,0,0,D F M S,Celta Vigo,2,2.383013777434826,4.157663907855749,1.8392120972275734,2025,La_liga
13829,Tyrhys Dolan,34,2362,2,2.620995379984379,4,3.714879820123315,32,30,5,1,M S,Espanyol,2,2.620995379984379,9.031753444112837,4.32685121987015,2025,La_liga
13840,Martim Neto,25,1367,2,1.0407912489026785,5,2.8169090934097767,12,26,2,0,F M S,Elche,2,1.0407912489026785,6.866276768967509,4.922171989455819,2025,La_liga
13991,Jan Virgili,28,1684,2,2.593278208747506,4,3.4738964876160026,32,25,0,1,F M S,Mallorca,2,2.593278208747506,6.827452880330384,2.5137574654072523,2025,La_liga
