team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Aston Villa,71,2024,EPL,a,2.6703,2.8047,2.6703,2.04353,"{'att': 260, 'def': 23}","{'att': 224, 'def': 24}",8,5,2,1,1.2989000000000002,w,2024-08-17 16:30:00,1,0,0,3,0.62677
Aston Villa,71,2024,EPL,h,1.31664,1.41399,1.31664,1.41399,"{'att': 311, 'def': 18}","{'att': 175, 'def': 30}",3,10,0,2,1.2362000000000002,l,2024-08-24 16:30:00,0,0,1,0,-0.09735000000000005
Aston Villa,71,2024,EPL,a,2.16385,0.774741,2.16385,0.774741,"{'att': 314, 'def': 30}","{'att': 224, 'def': 35}",6,3,2,1,2.448,w,2024-08-31 14:00:00,1,0,0,3,1.389109
Aston Villa,71,2024,EPL,h,3.15876,0.852158,3.15876,0.852158,"{'att': 121, 'def': 23}","{'att': 294, 'def': 18}",9,3,3,2,2.7595,w,2024-09-14 16:30:00,1,0,0,3,2.306602
Aston Villa,71,2024,EPL,h,2.37351,0.520117,2.37351,0.520117,"{'att': 236, 'def': 20}","{'att': 216, 'def': 16}",9,4,3,1,2.6481,w,2024-09-21 14:00:00,1,0,0,3,1.853393
Aston Villa,71,2024,EPL,a,1.14494,1.84608,1.14494,1.84608,"{'att': 262, 'def': 22}","{'att': 265, 'def': 16}",5,6,2,2,0.8247,d,2024-09-29 13:00:00,0,1,0,1,-0.7011399999999999
Aston Villa,71,2024,EPL,h,0.532809,0.448537,0.532809,0.448537,"{'att': 199, 'def': 14}","{'att': 236, 'def': 17}",9,1,0,0,1.3408,d,2024-10-06 13:00:00,0,1,0,1,0.08427199999999996
Aston Villa,71,2024,EPL,a,1.43595,2.63074,1.43595,1.86957,"{'att': 252, 'def': 15}","{'att': 247, 'def': 20}",9,3,3,1,0.5631,w,2024-10-19 14:00:00,1,0,0,3,-0.4336199999999999
Aston Villa,71,2024,EPL,h,1.974,0.328651,1.974,0.328651,"{'att': 186, 'def': 18}","{'att': 229, 'def': 26}",16,6,1,1,2.5907999999999998,d,2024-10-26 14:00:00,0,1,0,1,1.645349
Aston Villa,71,2024,EPL,a,2.48749,2.09751,2.48749,2.09751,"{'att': 178, 'def': 17}","{'att': 234, 'def': 43}",3,11,1,4,1.6758,l,2024-11-03 14:00:00,0,0,1,0,0.38998
Aston Villa,71,2024,EPL,a,1.66337,2.68196,1.66337,2.68196,"{'att': 389, 'def': 22}","{'att': 224, 'def': 26}",4,7,0,2,0.7257,l,2024-11-09 20:00:00,0,0,1,0,-1.01859
Aston Villa,71,2024,EPL,h,3.04455,1.61437,2.28338,1.61437,"{'att': 111, 'def': 15}","{'att': 348, 'def': 22}",11,2,2,2,2.3213,d,2024-11-23 15:00:00,0,1,0,1,0.6690100000000001
Aston Villa,71,2024,EPL,a,0.875443,1.94939,0.875443,1.94939,"{'att': 396, 'def': 10}","{'att': 243, 'def': 30}",4,4,0,3,0.6308,l,2024-12-01 13:30:00,0,0,1,0,-1.073947
Aston Villa,71,2024,EPL,h,3.21673,1.13266,2.45556,1.13266,"{'att': 211, 'def': 19}","{'att': 225, 'def': 31}",11,5,3,1,2.6043000000000003,w,2024-12-04 20:15:00,1,0,0,3,1.3229000000000002
Aston Villa,71,2024,EPL,h,2.51338,0.385832,2.51338,0.385832,"{'att': 276, 'def': 35}","{'att': 239, 'def': 27}",13,7,1,0,2.7499,w,2024-12-07 15:00:00,1,0,0,3,2.127548
Aston Villa,71,2024,EPL,a,0.389423,2.2861,0.389423,2.2861,"{'att': 237, 'def': 14}","{'att': 277, 'def': 16}",7,5,1,2,0.198,l,2024-12-14 17:30:00,0,0,1,0,-1.8966769999999997
