id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,player_name
14642,83,BlockedShot,0.795,0.32099998474121094,0.04750959947705269,Harry Kane,a,647,OpenPlay,2014,RightFoot,4754,West Ham,Tottenham,0,1,2014-08-16 15:00:00,Andros Townsend,Pass,Harry Kane
15400,81,OwnGoal,0.029000000953674318,0.5820000076293945,0,Harry Kane,a,647,SetPiece,2014,OtherBodyPart,4724,Sunderland,Tottenham,2,2,2014-09-13 15:00:00,,Foul,Harry Kane
16333,68,SavedShot,0.9059999847412109,0.46900001525878904,0.4358299970626831,Harry Kane,h,647,OpenPlay,2014,LeftFoot,4715,Tottenham,Newcastle United,1,2,2014-10-26 13:30:00,Danny Rose,Pass,Harry Kane
16901,58,SavedShot,0.9169999694824219,0.46299999237060546,0.08578819781541824,Harry Kane,a,647,FromCorner,2014,Head,4657,Aston Villa,Tottenham,1,2,2014-11-02 16:00:00,Erik Lamela,Cross,Harry Kane
16909,89,Goal,0.7609999847412109,0.415,0.0676921010017395,Harry Kane,a,647,DirectFreekick,2014,RightFoot,4657,Aston Villa,Tottenham,1,2,2014-11-02 16:00:00,,Standard,Harry Kane
17304,3,SavedShot,0.980999984741211,0.5579999923706055,0.5946999788284302,Harry Kane,h,647,OpenPlay,2014,Head,4666,Tottenham,Stoke,1,2,2014-11-09 13:30:00,Nacer Chadli,Cross,Harry Kane
17310,18,SavedShot,0.915,0.5740000152587891,0.028999999165534973,Harry Kane,h,647,OpenPlay,2014,Head,4666,Tottenham,Stoke,1,2,2014-11-09 13:30:00,Kyle Naughton,Aerial,Harry Kane
17320,58,MissedShots,0.92,0.5359999847412109,0.12436000257730484,Harry Kane,h,647,SetPiece,2014,Head,4666,Tottenham,Stoke,1,2,2014-11-09 13:30:00,Erik Lamela,Cross,Harry Kane
17327,90,BlockedShot,0.8080000305175781,0.6020000076293945,0.11655399948358536,Harry Kane,h,647,DirectFreekick,2014,RightFoot,4666,Tottenham,Stoke,1,2,2014-11-09 13:30:00,,Standard,Harry Kane
16634,14,SavedShot,0.775,0.7930000305175782,0.015956100076436996,Harry Kane,a,647,OpenPlay,2014,RightFoot,4677,Hull,Tottenham,1,2,2014-11-23 16:00:00,Mousa Dembélé,Pass,Harry Kane
